-50	10000000.0
0	10000000.0
10	10000000.0
20	10000000.0
25.56605531	-1.351146862
25.72576996	-2.443453329
25.91423324	-3.521822236
26.03881066	-4.623287671
26.41254292	-6.26791972
26.69204355	-7.361819051
27.09771874	-8.060289901
27.50179679	-7.920516088
28.1246839	-6.531936923
28.52876195	-5.469098439
28.68368515	-4.902437082
29.08936034	-3.808537751
29.43114968	-3.305590953
29.77293902	-2.730168844
30.61303804	-1.659764256
31.11134773	-1.403711373
31.51542577	-0.588961453
32.05845556	0.20269194
32.68134267	0.712806626
33.61727048	-0.195524052
34.10440014	-0.704842306
34.59632124	-1.365084422
35.03234222	-1.326059255
36.08965315	-0.50374323
36.68059733	0.031459063
37.2092528	0.551529149
38.08129475	1.055670596
39.35741475	1.490124243
40.10328214	1.490124243
40.78845796	1.428002549
41.94000053	0.884835935
42.34407858	0.807582032
42.74815663	0.869305511
43.24646631	1.089518955
43.96198791	1.272698312
45.14387627	1.552245938
45.8913408	1.614367633
47.13551787	1.707550175
47.69611627	1.606403313
48.94029334	1.311723479
50.99422365	1.086731443
52.86128783	1.272698312
53.79561849	1.125358394
55.07014135	1.086731443
56.75033939	0.900366359
57.68467006	0.815148136
61.01312322	0.621216948
62.53839806	0.636747372
62.91213033	0.551529149
64.40546224	0.434851864
65.41805308	0.388260593
66.42744962	0.396224912
67.62850374	0.462328767
68.91740091	0.373128385
69.50834509	0.326537114
70.22386669	0.434851864
70.69023345	0.373128385
71.34506349	0.318572794
71.93600767	0.31100669
72.37202864	0.202293724
73.89570634	0.109111182
75.57590438	0.217824148
76.44794634	0.046989487
76.8216786	-0.2166295
77.6298347	-0.348438993
79.54002183	-0.056944887
80.15332606	-0.176011469
81.0525195	-0.109111182
82.04913887	-0.015132208
83.32366172	-0.076855687
84.84893657	-0.084820006
87.0274443	-0.178002549
88.86256555	-0.131411277
89.79689621	-0.053759159
90	0.0
100	0.0
200	0.0
600	0.0
1000	0.0
1500	0.0
